what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335765664180
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335765709639
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1335765739485
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335765788880
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335765789012
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335765793010
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335765794886
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1335765796928
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335765797157
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335765802356
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335765808629
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335765813675
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335765819570
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335765838915
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335765852368
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335765868117
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335765896086
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335765911280
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335766026358
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335766028848
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335766040421
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335766575329
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335766580058
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335766595503
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335766619794
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335766624591
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1335766698520
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335766700387
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335766700941
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335766710430
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335766719898
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335766732010
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335766760350
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335766826259
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335766827493
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335766829168
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335767023842
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1335767027769
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335767027993
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1335767059668
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335767065056
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1335767070546
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335767070807
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1335767072121
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335767072328
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1335767074239
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335767074377
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335767087209
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1335767092064
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335767092339
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335767110437
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1335767113387
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335767113737
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335767115047
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335767116133
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335767123431
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335767127425
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335767148039
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335767152010
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1335767155440
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335767155747
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335767168756
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335767171095
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1335767179190
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335767185337
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335767222463
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335767231649
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1335767235074
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335767235328
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335767248882
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335767258615
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335767278968
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335767286817
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1335767294437
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1335767295276
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1335767296353
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1335767297191
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1335767297662
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335767298734
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335767308958
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335767328864
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1335767342629
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335767349122
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335767352376
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1335767355133
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335767363363
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1335767366321
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1335767368521
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335767369224
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1335767371843
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335767374072
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335767375298
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335767390721
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335767392614
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335767394732
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335767396069
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335767441406
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335767448292
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335767496586
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335767508098
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335767534199
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335767555846
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335767558083
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335767559992
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335767563831
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335767596230
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335767637799
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335767648486
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335767682898
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1335767694947
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335767699451
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335767713433
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335767737211
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335767810236
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335767813430
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335767855382
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335767858284
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335767866751
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335767879923
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335768009751
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335768017212
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335768018165
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335768272139
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335768273241
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335768284882
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335768311900
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335768366541
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335768391813
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1335768416252
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335768420669
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1335768441582
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335768444571
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335768445198
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1335768469522
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1335768469882
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1335768470325
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1335768470626
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1335768470880
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1335768471773
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1335768472181
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1335768472559
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1335768472884
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1335768473222
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1335768473602
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1335768473989
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1335768474337
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1335768478452
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1335768488233
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335768492076
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335768496610
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335768496751
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335768502624
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335768510311
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335768512862
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1335768519842
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335768530133
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335768534006
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335768550726
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335768557821
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335768560427
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335768646491
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335768688349
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1335768747139
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335768759150
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335768812474
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335768835495
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335768836883
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335768847808
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335768849958
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335768853103
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335768856112
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335768858326
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335768865024
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335768867548
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335768868659
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335768874628
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335768878522
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335768880322
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1335768883767
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335768885316
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335768889260
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335768893963
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335768904101
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1335768914262
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335768933295
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1335768938391
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335768938599
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335768947318
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1335768954932
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335768955628
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335768990505
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1335768994440
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335769019791
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335769061957
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335769078942
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1335769090313
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1335769093992
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335769137492
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335769152522
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335769162672
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335769168127
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335769170266
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1335769173474
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335769187030
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335769189416
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335769194374
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335769254199
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335769286954
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335769297019
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335769336929
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335769355893
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335769357222
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335769375000
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335769393488
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1335769403572
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335769406805
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335769413139
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335769428483
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1335769432663
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335769436233
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1335769452100
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335769455712
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335769463892
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1335769469910
activated,view,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1335769475381
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1335769475471
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1335769477116
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1335769477182
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335769481985
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1335769483886
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335769483967
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1335769485603
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335769511618
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335769514679
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335769533215
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1335769537804
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335769569784
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335769676147
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335769929730
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335770052492
